dept,course,instructor,abbrev_instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,num_invited,num_responded
ANT,ANT207H1,Jessica Taylor,Taylor J,Summer,2017,4.2,4.2,4.3,3.8,3.8,3.8,4.2,3.2,53,21
ANT,ANT204H1,Diane Riskedahl,Riskedahl D,Summer,2014,3.3,3.5,3.8,3.6,3.3,3.3,3.9,3.3,43,14
ANT,ANT366H1,Daniella Jofre,Jofre D,Summer,2014,2,1.8,1.9,1.9,2.2,1.8,2.4,3.3,29,15
ANT,ANT348H1,Krista Maxwell,Maxwell K,Summer,2014,4.3,4.3,4.3,4,4,3.9,4,4.1,21,14
ANT,ANT346H1,Aaron Kappeler,Kappeler A,Summer,2014,4.5,4.6,4.9,4.2,4.4,4.6,4.8,3.1,67,25
ARH,ARH306Y1,Edward Banning,Banning E,Summer,2014,4.4,4.7,4.8,4.6,4.4,4.8,4.8,3.6,22,9
ARH,ARH306Y1,Sarah Stewart,Stewart S,Summer,2014,4.4,4.7,4.8,4.6,4.4,4.8,4.8,3.6,22,9
ANT,ANT207H1,James Stinson,Stinson J,Summer,2014,4.2,4.3,4.1,3.6,3.8,3.8,3.9,3.1,60,25
ANT,ANT100Y1,Shawn Lehman,Lehman S,Summer,2014,3.2,3.2,3.3,3.1,2.8,2.8,3.7,3.2,53,12
ANT,ANT100Y1,James Stinson,Stinson J,Summer,2014,3.2,3.5,3.2,2.8,2.6,2.8,3.4,2.8,53,16
ANT,ANT200Y1,Emma Humphrey,Humphrey E,Summer,2014,4,4.1,4.4,3.8,4,4.3,4.2,3,38,12
ANT,ANT253H1,Marcel Danesi,Danesi M,Summer,2014,3.2,3.3,3.6,2.7,2.8,3,4.1,2.4,108,27
ANT,ANT330Y0,David Begun,Begun D,Summer,2014,4.5,4.5,4.7,4.7,4.7,4.2,4.5,2.8,8,6
ANT,ANT343H1,Dylan Clark,Clark D,Summer,2014,4.6,4.5,4.2,3.8,3.9,4,4.6,3.8,31,16
ANT,ANT390H1,Eugenia Kisin,Kisin E,Winter,2016,4.6,4.7,4.7,4.6,4.5,4.6,4.7,3,32,20
ANT,ANT435H1,Laura Sikstrom,Sikstrom L,Summer,2015,4.2,4,4,3.7,3.8,3.8,4,4.2,18,9
ANT,ANT346H1,Aaron Kappeler,Kappeler A,Summer,2015,5,4.9,5,4.7,4.8,5,5,3.3,46,22
ANT,ANT204H1,Jessica Taylor,Taylor J,Summer,2015,3.3,3.4,3.8,3.3,3.7,3.3,4.2,2.8,53,9
ARH,ARH306Y1,Edward Banning,Banning E,Summer,2015,4.2,4.6,3.4,3.7,3.8,3.4,3.4,3.9,16,9
ARH,ARH306Y1,Sarah Stewart,Stewart S,Summer,2015,4.2,4.6,4.2,3.7,3.8,3.4,4.3,3.9,16,9
ANT,ANT207H1,Jude Fokwang,Fokwang J,Summer,2015,3.8,3.9,4.1,3.7,3.9,3.8,4.1,3.2,50,24
ANT,ANT364H1,Dylan Clark,Clark D,Summer,2015,3.7,3.6,3.5,3.1,3.2,2.9,3.9,3.8,42,14
ANT,ANT345H1,Laura Sikstrom,Sikstrom L,Summer,2015,4.9,4.7,4.7,4.4,4.1,4.1,4.7,3.4,33,7
ANT,ANT100Y1,Peter Rudiak-Gould,Rudiak-Gould P,Summer,2015,4.1,3.9,4.4,3.6,3.7,3.9,4.5,3.2,55,27
ANT,ANT100Y1,Shawn Lehman,Lehman S,Summer,2015,3.9,4.1,3.7,3.3,3.4,3.6,4.4,3,64,16
ANT,ANT200Y1,Michael Gregg,Gregg M,Summer,2015,4.8,4.8,4.9,4.9,4.7,4.6,4.7,3.1,25,10
ANT,ANT253H1,Marcel Danesi,Danesi M,Summer,2015,4.2,4.2,4.6,4.1,4.4,4.1,4.6,2.8,105,24
ANT,ANT333Y1,Michael Reid,Reid M,Summer,2015,4.8,5,5,4.8,4.8,5,5,3.1,22,9
ANT,ANT100Y1,T Friesen,Friesen T,Winter,2014,3.5,3.7,2.8,3.5,3.7,3,3.2,2.8,17,9
ANT,ANT100Y1,Ivan Kalmar,Kalmar I,Winter,2014,3.5,3.7,3.5,3.5,3.7,3,4,2.8,17,9
ANT,ANT100Y1,Shawn Lehman,Lehman S,Winter,2014,3.5,3.7,3.3,3.5,3.7,3,4.3,2.8,17,9
ANT,ANT100Y1,James Stinson,Stinson J,Winter,2014,3.5,3.7,3.2,3.5,3.7,3,3.5,2.8,17,9
ANT,ANT100Y1,T Friesen,Friesen T,Winter,2014,3.3,3.7,3.1,3.3,3.3,3.1,3.1,2.7,810,311
ANT,ANT100Y1,Ivan Kalmar,Kalmar I,Winter,2014,3.3,3.7,4.2,3.3,3.3,3.1,4.3,2.7,810,311
ANT,ANT100Y1,Shawn Lehman,Lehman S,Winter,2014,3.3,3.7,4.3,3.3,3.3,3.1,4.4,2.7,810,311
ANT,ANT100Y1,James Stinson,Stinson J,Winter,2014,3.3,3.7,3.1,3.3,3.3,3.1,3.1,2.7,810,311
ANT,ANT200Y1,Michael Chazan,Chazan M,Winter,2014,3.5,4,3.3,3.8,3.8,3.4,3.7,2.9,258,99
ANT,ANT203Y1,Amber MacKenzie,MacKenzie A,Winter,2014,4.4,4.6,4.6,4.2,4.2,4.2,4.5,2.9,201,77
ANT,ANT207H1,Janice Boddy,Boddy J,Winter,2014,3.2,3.5,3.1,3.3,3.4,3,3.2,3.1,269,103
ANT,ANT208H1,Christopher Little,Little C,Winter,2014,3.1,3.3,2.4,2.9,3,2.5,2.3,3.1,306,110
ANT,ANT322H1,Marcel Danesi,Danesi M,Winter,2014,3.5,3.6,4,3,2.9,3.3,4.5,2.8,287,98
ANT,ANT347Y1,Sharon Kelly,Kelly S,Winter,2014,3.8,3.9,4.3,4,4,3.7,4.5,3.3,63,33
ANT,ANT356H1,Mahiye Dagtas,Dagtas M,Winter,2014,3.3,3.6,3,3.4,3.6,3,2.9,3.5,60,23
ANT,ANT369H1,Victor Barac,Barac V,Winter,2014,3.6,3.7,4,3.8,3.8,3.4,3.6,2.9,68,25
ANT,ANT370H1,Holly Wardlow,Wardlow H,Winter,2014,4.2,4.5,4.3,3.9,3.9,3.9,4.3,3.3,72,31
ANT,ANT372H1,Cara Krmpotich,Krmpotich C,Winter,2014,4.4,4.6,4.8,4.4,4.4,4.3,4.7,2.8,66,35
ANT,ANT380H1,Shiho Satsuka,Satsuka S,Winter,2014,3.2,3.4,2.8,3.7,3.9,2.7,3.2,3.9,24,9
ANT,ANT409H1,Paul Duffy,Duffy P,Winter,2014,4.2,4.1,4.2,4.3,4.1,4,4.1,3.1,23,10
ANT,ANT410H1,David Bilton,Bilton D,Winter,2014,4.3,4.5,4.7,4.2,4.3,4.3,4.5,3.7,18,6
ANT,ANT411H1,Edward Swenson,Swenson E,Winter,2014,4.6,4.4,4.2,4,4.2,4,4.6,4.3,22,12
ANT,ANT420H1,John Creese,Creese J,Winter,2014,3.7,3.8,3.9,3.6,3.3,3.3,3.7,3.4,27,18
ANT,ANT425H1,Hy Luong,Luong H,Winter,2014,4.5,4.5,4.8,4.2,4,4.3,4.5,3.3,19,13
ANT,ANT434H1,Susan Pfeiffer,Pfeiffer S,Winter,2014,4.1,4,3.9,3.9,3.5,3.5,4.2,3.5,29,13
ANT,ANT435H1,Daniel Sellen,Sellen D,Winter,2014,4.5,4,4.7,4.5,4.5,4.1,4.7,3.1,24,11
ANT,ANT436H1,Shawn Lehman,Lehman S,Winter,2014,4.2,4.4,4.4,4,4.3,4.1,4.7,2.8,26,11
ANT,ANT460H1,Holly Wardlow,Wardlow H,Winter,2014,4.5,4.5,4.9,4.5,4.8,4.4,4.6,3,26,13
ANT,ANT472H1,Shiho Satsuka,Satsuka S,Winter,2014,3.8,4,3.3,4,3.9,3.3,3.8,3.2,22,12
ANT,ANT484H1,Janice Boddy,Boddy J,Winter,2014,3.9,4.2,4.4,4.1,3.9,3.8,4.6,3.7,23,9
ARH,ARH312Y1,Dana Millson,Millson D,Winter,2014,3.2,3.4,3.2,3,3,2.4,3,4,12,5
ARH,ARH360H1,Sarah Stewart,Stewart S,Winter,2014,4.1,4.1,4.6,4.1,4.1,4,4.1,3,31,8
ANT,ANT204H1,Prakruti Dave,Dave P,Fall,2013,3.9,3.7,4,3.3,3.3,3.3,4.1,3.6,228,83
ANT,ANT253H1,Marcel Danesi,Danesi M,Fall,2013,3.7,3.8,4.3,3.6,3.7,3.6,4.5,2.6,462,134
ANT,ANT320H1,Edward Swenson,Swenson E,Fall,2013,4.5,4.5,4.6,4.5,4.4,4.3,4.8,3.8,50,22
ANT,ANT324H1,Shiho Satsuka,Satsuka S,Fall,2013,3.9,4,3.6,4,3.9,3.4,3.7,3.2,74,27
ANT,ANT329H1,Hy Luong,Luong H,Fall,2013,4.4,4.5,4.3,4.1,4.4,4.1,4.4,2.8,57,19
ANT,ANT334H1,Susan Pfeiffer,Pfeiffer S,Fall,2013,4.4,4.5,4.5,4.1,4,4.1,4.6,3.8,54,13
ANT,ANT335Y1,David Begun,Begun D,Fall,2013,4.3,4.1,4,3.7,3.6,3.5,3.8,3.4,57,20
ANT,ANT336H1,Susan Pfeiffer,Pfeiffer S,Fall,2013,4.3,4.3,4.8,3.8,4.1,4.1,4.7,3.3,54,18
ANT,ANT341H1,Yiching Wu,Wu Y,Fall,2013,3.2,3,2.7,3.2,3.2,2.3,3.4,3.5,32,12
ANT,ANT347Y1,Joshua Barker,Barker J,Fall,2013,3.4,3.6,3.3,3.4,3.3,3.1,3.3,3.3,76,26
ANT,ANT348H1,Krista Maxwell,Maxwell K,Fall,2013,4.1,4.1,3.8,3.9,3.9,3.7,3.9,3.4,61,35
ANT,ANT374H1,Tania Li,Li T,Fall,2013,4,3.9,3.8,3.7,3.6,3.6,4.1,3.8,73,27
ANT,ANT407H1,Matthew Mosher,Mosher M,Fall,2013,3.8,3.7,4.3,3.8,3.7,3.5,4.2,3.8,13,6
ANT,ANT426H1,Ivan Kalmar,Kalmar I,Fall,2013,4.6,4.8,4.7,4.3,4.5,4.4,4.8,3.2,22,13
ANT,ANT430H1,Shawn Lehman,Lehman S,Fall,2013,4.6,4.5,4.9,4.1,4.2,4.3,4.9,2.7,24,9
ANT,ANT452H1,Michael Levin,Levin M,Fall,2013,4.3,4.3,3.7,3.5,3.5,3.7,4,3.3,16,6
ANT,ANT462H1,Prakruti Dave,Dave P,Fall,2013,4.9,4.5,4.4,4.6,4.6,4.2,4.6,3.3,24,13
ANT,ANT473H1,Tania Li,Li T,Fall,2013,4.4,4.4,4.6,5,5,4.6,5,3.6,8,5
ANT,ANT475H1,Valentina Napolitano,Napolitano V,Fall,2013,4.5,4.4,4.1,4,4.3,4.1,4.3,4.1,16,8
ANT,ANT477H1,Jesook Song,Song J,Fall,2013,3.9,3.7,3.6,3.6,3.4,3.3,3.4,3.4,14,9
ANT,ANT480H1,Janice Boddy,Boddy J,Fall,2013,4.6,4.7,4.4,4.7,4.5,4.4,4.6,3.9,22,15
ANT,ANT486H1,Krista Maxwell,Maxwell K,Fall,2013,4.5,4.5,4.2,4.2,4.4,4.1,3.8,3.5,13,10
ARH,ARH305H1,Gary Coupland,Coupland G,Fall,2013,3.7,4.3,3.9,4,4.2,3.5,3.8,3.4,67,27
ARH,ARH309H1,Justin Jennings,Jennings J,Fall,2013,4.3,4.2,4.7,3.6,3.7,4.1,4.7,2.9,59,24
ARH,ARH482H1,Peter Bikoulis,Bikoulis P,Fall,2013,4.3,4.3,4.2,4.7,4.8,4,4.5,3,17,6
JAL,JAL355H1,Diane Riskedahl,Riskedahl D,Fall,2013,3.7,3.8,3.8,3.8,4.1,3.3,3.8,3.2,36,18
ANT,ANT100Y1,T Friesen,Friesen T,Winter,2015,3.7,3.9,3.2,3.4,3.4,3.5,3.2,2.8,773,202
ANT,ANT100Y1,Ivan Kalmar,Kalmar I,Winter,2015,3.7,3.9,4.3,3.4,3.4,3.5,4.4,2.8,773,202
ANT,ANT100Y1,Shawn Lehman,Lehman S,Winter,2015,3.7,3.9,4.3,3.4,3.4,3.5,4.5,2.8,773,202
ANT,ANT200Y1,Anna Patton,Patton A,Winter,2015,3.4,3.9,3.1,3.7,3.7,3.3,3.3,2.9,188,41
ANT,ANT203Y1,Michael Reid,Reid M,Winter,2015,4.2,4.4,4.7,4.2,4.1,4.3,4.8,2.9,151,50
ANT,ANT253H1,Marcel Danesi,Danesi M,Winter,2015,4.1,4.2,4.5,3.9,4,4.1,4.5,2.5,447,109
ANT,ANT317H1,Anna Patton,Patton A,Winter,2015,4.2,4.5,4.6,4,4.1,4.5,4.3,3.1,41,11
ANT,ANT333Y1,Michael Reid,Reid M,Winter,2015,3.9,4.1,4.7,3.7,3.4,3.8,4.7,3.1,53,29
ANT,ANT341H1,Wen Sung,Sung W,Winter,2015,4.1,4.5,4,3.9,3.9,3.6,4,3.5,58,25
ANT,ANT343H1,Christopher Little,Little C,Winter,2015,4.1,4.1,3.7,4,3.9,3.5,3.4,3.3,54,16
ANT,ANT370H1,Holly Wardlow,Wardlow H,Winter,2015,4.2,4.5,4.2,3.6,3.6,3.9,4.3,3,73,21
ANT,ANT372H1,Cara Krmpotich,Krmpotich C,Winter,2015,4.6,4.5,4.6,4.5,4.5,4.6,4.7,3,55,17
ANT,ANT378H1,Stephen Campbell,Campbell S,Winter,2015,4.1,4.2,4.6,4,3.7,3.7,4.5,3.1,64,18
ANT,ANT380H1,Shiho Satsuka,Satsuka S,Winter,2015,4,4.8,4.2,4.4,4.2,4.2,4.8,3.6,14,5
ANT,ANT419H1,Michael Chazan,Chazan M,Winter,2015,4.7,4.7,4.5,4.7,4.7,4.5,4.8,3.3,21,7
ANT,ANT420H1,Gary Coupland,Coupland G,Winter,2015,4.4,4.4,4.5,4.6,4.7,4.2,4.6,3,23,11
ANT,ANT425H1,Hy Luong,Luong H,Winter,2015,4.2,4.6,4.8,4,4.2,4,4.4,3.2,15,5
ANT,ANT426H1,Ivan Kalmar,Kalmar I,Winter,2015,4.5,4.5,4.3,4.5,4.3,4.5,4.7,3.2,24,6
ANT,ANT434H1,Susan Pfeiffer,Pfeiffer S,Winter,2015,4.6,4.8,4.8,4.5,4.4,4.6,4.8,3.2,25,12
ANT,ANT435H1,Laura Sikstrom,Sikstrom L,Winter,2015,3.6,3.6,3.9,3.1,3.3,3.2,4.1,4.1,22,9
ANT,ANT438H1,Travis Steffens,Steffens T,Winter,2015,4.6,4.5,4.6,4.2,4.5,4,4.6,3.1,25,13
ANT,ANT445H1,Shiho Satsuka,Satsuka S,Winter,2015,4.3,4,4.5,4.5,4.3,4,4,3,14,6
ANT,ANT458H1,Krista Maxwell,Maxwell K,Winter,2015,5,5,5,5,4.9,5,4.9,3.5,15,13
ANT,ANT460H1,Holly Wardlow,Wardlow H,Winter,2015,4.6,4.6,4.7,4.9,4.8,4.7,4.8,3.4,22,10
ARH,ARH309H1,Justin Jennings,Jennings J,Winter,2015,3.7,4.1,4.1,3.5,3.6,4,4.4,3.1,49,18
ARH,ARH312Y1,Anna Patton,Patton A,Winter,2015,4.5,4.8,5,4.7,4.7,4.8,4.8,3.3,21,10
ANT,ANT371H1,Julia Gamble,Gamble J,Winter,2016,3.3,3.3,3.3,3.5,3.4,3.2,3.8,3.1,82,32
ANT,ANT378H1,Jesook Song,Song J,Winter,2016,3.5,3.3,3.3,3.3,3.2,2.9,3.6,3,32,17
ANT,ANT100Y1,T Friesen,Friesen T,Winter,2016,3.4,3.8,3.1,3.3,3.4,3.6,3.3,2.5,53,14
ANT,ANT100Y1,Ivan Kalmar,Kalmar I,Winter,2016,3.4,3.8,3.9,3.3,3.4,3.6,3.8,2.5,53,14
ANT,ANT100Y1,Shawn Lehman,Lehman S,Winter,2016,3.4,3.8,4.5,3.3,3.4,3.6,4.4,2.5,53,14
ANT,ANT100Y1,T Friesen,Friesen T,Winter,2016,3.7,4,3.4,3.5,3.6,3.5,3.2,2.8,1001,287
ANT,ANT100Y1,Ivan Kalmar,Kalmar I,Winter,2016,3.7,4,4.2,3.5,3.6,3.5,4.4,2.8,1001,287
ANT,ANT100Y1,Shawn Lehman,Lehman S,Winter,2016,3.7,4,4.3,3.5,3.6,3.5,4.5,2.8,1001,287
ANT,ANT200Y1,Anna Patton,Patton A,Winter,2016,3.8,4.1,3.9,3.6,3.7,3.6,3.9,3.2,176,52
ANT,ANT370H1,Arie Molema,Molema A,Winter,2016,4.1,4.4,4.5,4,4.1,4.2,4.6,3.5,55,21
ANT,ANT372H1,Cara Krmpotich,Krmpotich C,Winter,2016,4.4,4.7,4.8,4.4,4.4,4.3,4.7,2.9,53,21
ANT,ANT327H1,Bonnie McElhinny,McElhinny B,Winter,2016,3.9,3.9,3.3,3.5,3.6,3.4,3.8,4.2,44,21
ARH,ARH494H1,Giles Spence Morrow,Spence Morrow G,Winter,2016,5,4.8,5,5,5,4.8,5,3.5,6,6
ANT,ANT336H1,T. Viola,Viola T,Winter,2016,4.5,4.2,4.4,4.1,3.8,4.1,4.7,3.7,57,19
ANT,ANT415Y1,T Friesen,Friesen T,Winter,2016,5,5,4.8,4.8,4.7,5,4.8,4.3,10,6
ANT,ANT425H1,Hy Luong,Luong H,Winter,2016,4.9,4.7,4.3,4.4,4.3,4.3,4.3,3.7,21,8
ANT,ANT406H1,Sarah Stewart,Stewart S,Winter,2016,3.7,3.3,4.1,3.3,4,3.4,4.6,2.4,17,9
ANT,ANT441H1,Melinda Vandenbeld Giles,Vandenbeld Giles M,Winter,2016,4.6,4.8,4.3,4.4,4.6,4.3,4.6,3.3,19,9
ANT,ANT208H1,Julia Gamble,Gamble J,Winter,2016,4.1,4.3,4.1,4,4,4,4.3,3,305,114
ANT,ANT203Y1,Julia Gamble,Gamble J,Winter,2016,3.9,4,4.1,4,3.8,3.6,4.1,3,128,53
ANT,ANT436H1,Shawn Lehman,Lehman S,Winter,2016,4,3.8,4,3.3,3.3,3.6,4.3,2.9,25,9
ANT,ANT456H1,Prakruti Dave,Dave P,Winter,2016,4.7,4.7,4.3,4.2,4.7,4.3,4.4,4.2,19,9
ANT,ANT458H1,Krista Maxwell,Maxwell K,Winter,2016,4.7,4.7,4.1,4,4.1,4.1,4.4,4,14,9
ANT,ANT200Y1,Michael Chazan,Chazan M,Fall,2015,3.8,4.1,3.7,3.9,4,3.8,4,3.3,192,52
ANT,ANT203Y1,T. Viola,Viola T,Fall,2015,4.2,4.5,4.4,4.4,4.3,4.1,4.6,3.1,142,44
ANT,ANT207H1,Tania Li,Li T,Fall,2015,3.7,3.8,3.7,3.5,3.7,3.4,3.9,3.5,172,71
ANT,ANT253H1,Marcel Danesi,Danesi M,Fall,2015,3.8,4,4.4,4,4,4.1,4.6,2.6,446,89
ANT,ANT318H1,Edward Swenson,Swenson E,Fall,2015,3.8,3.8,3.8,4.1,4.2,3.6,4.8,3.5,30,12
ANT,ANT320H1,Edward Swenson,Swenson E,Fall,2015,4.4,4.3,4.6,4.5,4.1,4.2,4.9,3.9,35,13
ANT,ANT329H1,Hy Luong,Luong H,Fall,2015,3.7,3.6,3.3,3.2,3.4,3.1,3.7,3,50,15
ANT,ANT334H1,Susan Pfeiffer,Pfeiffer S,Fall,2015,4.5,4.7,4.7,4.2,4.2,4.6,4.7,3.4,48,19
ANT,ANT335Y1,David Begun,Begun D,Fall,2015,3.7,3.8,3.3,2.5,2.6,2.6,3.5,3.3,56,30
ANT,ANT349H1,Jessika Tremblay,Tremblay J,Fall,2015,3.9,3.9,4.2,3.6,3.6,3.6,3.7,3.6,28,20
ANT,ANT358H1,Laura Sikstrom,Sikstrom L,Fall,2015,4.6,4.5,4.7,4.4,4.4,4.3,4.4,3.3,59,20
ANT,ANT374H1,James Stinson,Stinson J,Fall,2015,4.1,4.2,3.4,3.5,3.7,3.6,3.2,3.6,54,17
ANT,ANT380H1,Victor Barac,Barac V,Fall,2015,4.3,4.6,4.7,4.6,4.7,4.5,4.4,3.2,22,12
ANT,ANT430H1,Shawn Lehman,Lehman S,Fall,2015,3.7,3.8,3.7,3.4,3.3,3.3,4.2,3.1,22,10
ANT,ANT434H1,Julia Gamble,Gamble J,Fall,2015,4.7,4.6,4.9,4.1,4.1,4.4,4.9,4,19,7
ANT,ANT435H1,Julia Gamble,Gamble J,Fall,2015,4.1,4.1,4.4,4.3,3.9,4,4.3,3.8,19,10
ANT,ANT452H1,Michael Levin,Levin M,Fall,2015,4.2,4.5,3.8,4.2,4.2,3.7,3.7,3.3,19,6
ANT,ANT473H1,Tania Li,Li T,Fall,2015,5,5,5,4.9,4.9,5,5,4.1,7,7
ANT,ANT475H1,Janice Boddy,Boddy J,Fall,2015,4.8,4.8,4.6,4.4,4.4,4.6,4.2,3.8,14,5
ANT,ANT477H1,Jesook Song,Song J,Fall,2015,4.2,4.6,4.2,4.2,4,4.2,3.8,3.6,12,5
ANT,ANT486H1,Eugenia Kisin,Kisin E,Fall,2015,4.8,4.8,4.8,4.8,4.8,4.7,4.8,3.2,17,9
ARH,ARH305H1,Anna Patton,Patton A,Fall,2015,4,4,4.3,4.1,4,3.9,4.1,3.1,51,18
JAL,JAL355H1,Diane Riskedahl,Riskedahl D,Fall,2015,3.8,4,4.2,3.7,3.7,3.5,4.1,3.4,45,21
ANT,ANT200Y1,Michael Chazan,Chazan M,Fall,2014,3.3,3.7,3.3,3.4,3.5,3.1,3.9,2.8,209,66
ANT,ANT203Y1,Andrew Wade,Wade A,Fall,2014,3.7,3.9,3.8,3.8,3.8,3.5,3.6,2.9,165,97
ANT,ANT204H1,Prakruti Dave,Dave P,Fall,2014,4.4,4.3,4.5,3.6,3.6,4,4.7,3.2,276,123
ANT,ANT207H1,Janice Boddy,Boddy J,Fall,2014,4.1,4.3,4,4.1,4.1,3.9,3.8,3.2,146,52
ANT,ANT208H1,Daniel Sellen,Sellen D,Fall,2014,3.8,4,3,3.7,3.8,3.4,3.1,2.9,182,85
ANT,ANT315H1,T Friesen,Friesen T,Fall,2014,4.2,4.5,4.6,4.2,4,4.1,4.5,3.1,42,20
ANT,ANT322H1,Marcel Danesi,Danesi M,Fall,2014,3.8,3.8,4.5,3.7,3.7,3.8,4.6,2.3,125,35
ANT,ANT324H1,James Stinson,Stinson J,Fall,2014,3.9,4.2,4.1,3.8,3.9,3.7,4,3.6,66,31
ANT,ANT329H1,Hy Luong,Luong H,Fall,2014,3.7,3.8,3.5,2.9,3.3,3.2,3.5,2.8,36,13
ANT,ANT333Y1,Shawn Lehman,Lehman S,Fall,2014,4.3,4.3,4.7,3.8,3.6,4,4.7,3.3,58,20
ANT,ANT334H1,Susan Pfeiffer,Pfeiffer S,Fall,2014,4.3,4.4,4.4,4,3.7,4,4.5,3.8,57,22
ANT,ANT335Y1,David Begun,Begun D,Fall,2014,4.2,4.1,4.1,3.5,3.3,3.3,4,3.5,57,24
ANT,ANT336H1,Susan Pfeiffer,Pfeiffer S,Fall,2014,4.4,4.3,4.6,3.9,4.1,4.1,4.7,3.6,52,23
ANT,ANT348H1,Krista Maxwell,Maxwell K,Fall,2014,4.6,4.7,4.6,4.5,4.4,4.2,4.4,3.8,42,27
ANT,ANT351H1,James Stinson,Stinson J,Fall,2014,4.2,4.3,3.9,3.7,3.9,3.9,3.9,3.6,66,33
ANT,ANT358H1,Laura Sikstrom,Sikstrom L,Fall,2014,4.4,4.4,4.3,4,4,4,4.2,3.5,63,23
ANT,ANT410H1,Anna Patton,Patton A,Fall,2014,4.5,4.6,4.7,4.5,4.5,4.5,4.5,3.6,17,13
ANT,ANT411H1,Anna Patton,Patton A,Fall,2014,4.9,5,4.9,4.7,4.9,4.9,4.5,3.9,14,8
ANT,ANT412H1,Edward Banning,Banning E,Fall,2014,4.8,4.9,5,4.9,4.8,4.5,5,3.9,14,8
ANT,ANT432H1,Jennifer Newton,Newton J,Fall,2014,3.2,3.2,2.8,2.9,2.6,2.3,3.4,3.4,23,11
ANT,ANT440H1,Tania Li,Li T,Fall,2014,4.4,4.7,4.9,4.6,4.6,4.4,4.6,3.8,19,9
ANT,ANT451H1,Gillian Gillison,Gillison G,Fall,2014,5,5,4.6,4.2,4.2,4,4.2,3.6,7,5
ANT,ANT475H1,Valentina Napolitano,Napolitano V,Fall,2014,3.7,3.6,4,3.6,3.4,3.6,3.9,4,10,7
ANT,ANT476H1,Janice Boddy,Boddy J,Fall,2014,4.9,4.5,4.8,4.3,4.8,4.6,4.4,3.9,11,8
ANT,ANT486H1,Holly Wardlow,Wardlow H,Fall,2014,5,5,5,5,5,4.9,5,3.4,20,10
ARH,ARH305H1,Gary Coupland,Coupland G,Fall,2014,4.1,4.3,4,4.3,4.4,4,4.1,3.4,47,30
ANT,ANT411H1,Edward Swenson,Swenson E,Fall,2018,3.9,4.2,4.1,3.6,3.9,3.4,4.3,4,10,7
ANT,ANT338H1,T. Viola,Viola T,Fall,2018,4.1,4.1,4.6,4,3.9,3.7,4.5,3.2,33,14
ANT,ANT485H1,Jacob Nerenberg,Nerenberg J,Fall,2018,3.8,4.1,4.5,4.5,4.5,3.9,4.6,3.5,16,11
ANT,ANT347H1,Edward Sammons,Sammons E,Fall,2018,4,4.2,4,4,4.1,3.9,4.1,3.3,61,22
ANT,ANT435H1,Laura Sikstrom,Sikstrom L,Fall,2018,4.3,4.2,4.3,4.3,4.2,4.2,4.5,3.7,15,6
ANT,ANT253H1,Marcel Danesi,Danesi M,Fall,2018,4,4.2,4.2,4,4,3.9,4.6,2.5,456,135
ANT,ANT484H1,Silvia Forni,Forni S,Fall,2018,4.1,4.5,4.4,4.1,4.5,4.3,4.4,3.8,11,8
ANT,ANT374H1,Columba Gonzalez,Gonzalez C,Fall,2018,4.1,4.2,4.3,4.3,4,3.9,4.3,3.8,34,9
ARH,ARH309H1,Justin Jennings,Jennings J,Fall,2018,4.2,4.3,4.4,3.9,4.1,3.8,4.2,3.1,36,9
ANT,ANT372H1,Cara Krmpotich,Krmpotich C,Fall,2018,4.2,4.3,4.3,4.3,4.3,4.1,4.5,3,52,15
ANT,ANT207H1,Tania Li,Li T,Fall,2018,3.8,4,4,4,3.9,3.6,3.8,3.6,129,61
ANT,ANT425H1,Hy Luong,Luong H,Fall,2018,4.7,4.7,4.6,5,4.6,4.6,4.7,3.1,21,7
ANT,ANT329H1,Hy Luong,Luong H,Fall,2018,3.4,3.7,3.7,3.3,3.5,3.3,3.8,3,46,12
ANT,ANT348H1,Krista Maxwell,Maxwell K,Fall,2018,4.5,4.6,4.3,4.1,4.3,4.1,4.3,3.8,39,20
ANT,ANT335Y1,David Begun,Begun D,Fall,2018,4.5,4.4,4.1,4.1,4.2,4.1,4.2,3,39,14
ANT,ANT431H1,David Begun,Begun D,Fall,2018,4.4,4.4,3.8,3.8,3.8,3.4,4.4,2.2,14,5
ANT,ANT334H1,Michelle Cameron,Cameron M,Fall,2018,4.3,4.4,4.4,3.5,3.7,3.7,4.7,4.2,33,27
ANT,ANT203Y1,Michelle Cameron,Cameron M,Fall,2018,4.3,4.4,4.7,3.9,4,4.1,4.8,2.7,144,74
ANT,ANT200Y1,Michael Chazan,Chazan M,Fall,2018,4.1,4.3,3.9,3.9,3.9,3.9,4.2,3.6,122,32
ANT,ANT348H1,Krista Maxwell,Maxwell K,Summer,2019,4.2,4.2,4.2,4.0,4.1,3.9,4.4,3.6,18,13
ANT,ANT346H1,Dylan Clark,Clark D,Summer,2019,4.3,4.4,4.4,3.7,3.9,4.0,4.8,3.4,51,18
ANT,ANT100Y1,Shawn Lehman,Lehman S,Summer,2019,3.9,3.9,4.0,3.4,3.5,3.5,4.3,3.1,62,15
ANT,ANT253H1,Marcel Danesi,Danesi M,Summer,2019,3.7,3.9,3.9,3.7,3.7,3.6,4.1,2.8,146,29
